Diamond Bar,34.0286226,-117.8103366
Yorba Linda,33.890107,-117.8255938
Humboldt County,40.5997415,-123.8997733
Albany,37.88687,-122.2977474
El Monte,34.0751571,-118.0368489
Palm Desert,33.7288179,-116.382571
Gonzales,36.5066296,-121.4443805
Ontario,34.065846,-117.6484303
Manteca,37.7986184,-121.2117147
La Verne,34.1008426,-117.7678354
Lawndale,33.88711,-118.353148
Rocklin,38.7907339,-121.2357827
Westlake Village,34.1458389,-118.8056473
Mount Shasta,41.3098746,-122.3105665
Livermore,37.6820583,-121.768053
Kerman,36.7235543,-120.0599143
La Quinta,33.677474,-116.2958788
West Sacramento,38.5804609,-121.5302339
Santee,32.8383828,-116.9739166
Milpitas,37.4282724,-121.9066237
Yucca Valley,34.14154,-116.4136543094
Redondo Beach,33.8455911,-118.3886765
Healdsburg,38.6106812,-122.8701379
Fontana,34.0922335,-117.4350479
Calistoga,38.582615,-122.5833259486
Gardena,33.8883302,-118.3070891
Norwalk,33.9092802,-118.0849168
Loma Linda,34.075626,-117.25204765
Los Altos Hills,37.3796627,-122.1374636
Barstow,34.8957684,-117.0172076
Colfax,39.092034,-120.9405842581
Taft,35.1424671,-119.4565077
Pico Rivera,33.9830688,-118.0967349
Porterville,36.06523,-119.0167678
Sonoma County,38.5110803,-122.8473387
Bellflower,33.8825705,-118.1167678
South El Monte,34.0519548,-118.0467338
Fremont,37.5482697,-121.9885718
Fullerton,33.8708215,-117.9294164
Orland,39.7471106,-122.1911355
Temecula,33.4946353,-117.147366
Santa Fe Springs,33.9482434,-118.0676102
Pomona,34.0553813,-117.7517495
State of California,36.1299191,-120.2450810413
Corte Madera,37.9254806,-122.5274754
Indian Wells,33.7217965,-116.3383033
Lodi,38.0922395,-121.3898458337
Oakley,37.9974219,-121.7124535
Hillsborough,37.5741032,-122.3794162
Glendora,34.1361187,-117.8653389
Soledad,36.4269452,-121.3272146
Stanton,33.7943366,-117.995091155
Corcoran,36.0807795,-119.5782526915
Pacifica,37.6138253,-122.4869193
Gridley,39.3637773,-121.6935832
Newark,37.5296593,-122.0402398
Alhambra,34.0927361,-118.1268241
Pinole,38.0043667,-122.2988586
Dixon,38.4454641,-121.8232957
Fort Bragg,39.4447345,-123.8026991057
San Pablo,37.9621457,-122.3455262
South Lake Tahoe,38.929125,-119.9878463902
Belvedere,37.8727044,-122.464417
Tulare,36.2516475,-118.8525829
Woodlake,36.4135606,-119.0987175
Adelanto,34.5827699,-117.4092149
Anderson,40.448208,-122.2977814
Needles,34.8480597,-114.6141315
Riverside,33.9533546,-117.3961622
Shasta County,40.7965121,-121.9979193
Pasadena,34.1476452,-118.1444778
San Gabriel,34.0991325,-118.108604
Berkeley,37.8708393,-122.2728638
Contra Costa County,37.9034806,-121.9175344
Downey,33.9400143,-118.1325687
Larkspur,37.9340915,-122.5352538
Palmdale,34.5793131,-118.1171107
Santa Rosa,38.4404675,-122.7144313
Ridgecrest,35.6225064,-117.6699413
Signal Hill,33.8043856,-118.1676041
Napa,38.2971367,-122.2855292
Colma,37.6768779,-122.4596949
Waterford,37.6413202,-120.7604833
Visalia,36.3302284,-119.2920584
Hesperia,34.4263886,-117.3008783
Baldwin Park,34.0854739,-117.961176
King City,36.2127439,-121.1260286
Benicia,38.049365,-122.1585776
Orange,33.7500378,-117.870493
Danville,37.8215929,-121.9999605
Wildomar,33.5939372,-117.2414988
Alameda,37.6090291,-121.8991419
Atherton,37.4613272,-122.1977429
Jurupa Valley,33.9798472,-117.4515753
Irwindale,34.1069527,-117.9353412
Laguna Beach,33.5420888,-117.7834146
El Segundo,33.911731,-118.3836803
Piedmont,37.8243715,-122.2316349
Big Bear Lake,34.253293,-116.9322095873
Eureka,40.8020712,-124.1636728
Folsom,38.6779591,-121.1760582
San Mateo County,37.496904,-122.3330572
Torrance,33.8358492,-118.3406287
Maricopa,35.058858,-119.4009508
La Puente,34.01979,-117.9503676
Windsor,38.5247045,-122.8282433308
Hughson,37.5969577,-120.8660082
Hayward,37.6688205,-122.0807963
West Hollywood,34.0900091,-118.3617442
Lompoc,34.6391501,-120.4579408
Garden Grove,33.7746292,-117.9463716
Portola Valley,37.3841067,-122.2352442
Malibu,33.7932142,-116.5023561
Westmorland,33.0372674,-115.6213816
San Mateo,37.496904,-122.3330572
Temple City,34.1082994,-118.0577567
Ventura County,34.4458248,-119.0779358
Sebastopol,38.4021359,-122.8238805
Citrus Heights,38.7071247,-121.281061
Santa Clara,37.3541132,-121.9551743
Madera,37.1716264,-119.773799
Turlock,37.4946568,-120.846594
Monrovia,34.1483499,-118.0014516
University of California,37.87631055,-122.2388591694
Bell Gardens,33.9652918,-118.1514587
Fresno County,36.6713502,-119.8155354
Burlingame,37.5841026,-122.3660824
Orinda,37.8771476,-122.1796887
San Diego,32.7174209,-117.1627713
Half Moon Bay,37.4635519,-122.4285861
Placer County,39.1012064,-120.7650605
San Francisco,37.7792768,-122.4192703
Vernon,34.0070342,-118.2249922
Menifee,33.6864432,-117.1770436
Brentwood,37.9317766,-121.6960265
Lemon Grove,32.7425516,-117.0314171
National City,32.6781085,-117.0991966
Parlier,36.6116174,-119.5270733
American Canyon,38.223457,-122.2270429712
Oceanside,33.1958696,-117.3794833
California State University,38.33982655,-122.6734190574
Rosemead,34.0676169,-118.0879762
Ojai,34.4480495,-119.2428889
Santa Cruz,36.9746099,-122.0294258
Merced County,37.1641544,-120.7678601
Hawthorne,33.9113109,-118.3477941
Goleta,34.4358295,-119.8276388
El Cajon,32.7947731,-116.9625268
Rancho Mirage,33.763346,-116.4228595
Firebaugh,36.8588376,-120.4560071
Nevada County,39.3540335,-120.8089842
Claremont,34.0966764,-117.7197784
San Ramon,37.7799273,-121.9780152
Antioch,38.0049214,-121.8057889
Marin County,38.0409144,-122.6199637
Avalon,33.34221,-118.3272611
Laguna Hills,33.5948758,-117.6882066
Palos Verdes Estates,33.7872386,-118.4018129
Kings County,36.0784807,-119.7956341
Cypress,33.8248235,-118.0399367
Hemet,33.778562,-117.0357665362
San Fernando,34.2819461,-118.4389718
San Dimas,34.1066756,-117.8067256
Escondido,33.1216751,-117.0814848
Mariposa County,37.570148,-119.9036591
South Pasadena,34.1133062,-118.147829
Santa Maria,34.9531295,-120.4358576
Marina,36.6900785,-121.8006397303
Orange County,33.7500378,-117.870493
Bishop,37.3650412,-118.3946476
Omnitrans,34.1483306,-117.5690234
Simi Valley,34.2694474,-118.7814819
Upland,34.09751,-117.6483875
Tracy,37.7396513,-121.4252226
Santa Barbara,34.4098107,-119.6970238
Calimesa,34.0039044,-117.0619773
Imperial Beach,32.5839444,-117.1130848
Azusa,34.1338751,-117.9056045
Sierra Madre,34.1616729,-118.0528455
Newman,37.3139487,-121.0204221
Yountville,38.4015781,-122.3608104
Camarillo,34.2163939,-119.0376023
Ross,37.9624239,-122.5549774
La Palma,33.846404,-118.0467305
Clayton,37.9410341,-121.9357924
Santa Paula,34.3541659,-119.0592704
Los Angeles,34.0543942,-118.2439408
Rolling Hills,33.7668041,-118.3496622
Lake Elsinore,33.6680772,-117.3272614
Encinitas,33.0369867,-117.2919817
Emeryville,37.8314089,-122.2865265
Avenal,36.0041223,-120.1290271
Sonora,37.9840911,-120.382138
Hidden Hills,34.1640189,-118.6571504
Dorris,41.9673696,-121.9180599
Solana Beach,32.9905597,-117.2691315
Lemoore,36.3007835,-119.7829106
Chula Vista,32.6400541,-117.0841954
San Carlos,37.4982065,-122.2661497239
Rancho Cordova,38.5890723,-121.3027279
Sutter Creek,38.3929675,-120.8024356
Lathrop,37.8227046,-121.2766099
Millbrae,37.5985468,-122.3871941
Sausalito,37.8590938,-122.4852506
Crescent City,41.8528065,-124.1498618831
Redwood City,37.4852152,-122.2363547
Grand Terrace,34.0339031,-117.3136543
Bakersfield,35.3738712,-119.0194638
San Jose,37.3361905,-121.8905832
Riverbank,37.7360396,-120.9354894
Dinuba,36.5432837,-119.3870655
Hawaiian Gardens,33.8284787,-118.0743136
Lincoln,38.8598295,-121.3423919579
Santa Clara County,37.2333253,-121.6846348
Foster City,37.5600336,-122.2688521
Laguna Niguel,33.5225261,-117.7075525
Seaside,36.6258085,-121.8170357888
Artesia,33.8690197,-118.0796194
Patterson,37.471623,-121.1296948
Fortuna,40.5974067,-124.156034
San Anselmo,37.9744323,-122.5615031
Red Bluff,40.1784886,-122.2358301
San Marino,34.1215947,-118.1057393
San Benito County,36.6248089,-121.1177378
Commerce,34.0024048,-118.156337
Monterey County,36.2231079,-121.3877427
Twentynine Palms,34.1356915,-116.0543505
St. Helena,38.5052288,-122.4700423
Tehachapi,35.1321878,-118.4489738
Blythe,33.5602861,-114.9120725116
La Habra,33.9318775,-117.9461073
San Bruno,37.6304904,-122.4110834
Compton,33.8948824,-118.2260433
La Habra Heights,33.9608461,-117.9506185
Sand City,36.6171819,-121.8482854
South San Francisco,37.6549493,-122.408125
Elk Grove,38.4087993,-121.3716177
El Dorado County,38.7574137,-120.5276128
Amador City,38.4193553,-120.8241029
Poway,32.9628234,-117.0358645
Carlsbad,33.1580933,-117.3505938
Agoura Hills,34.1363945,-118.7745347
Brea,33.9170444,-117.8888556
Solano County,38.2218938,-121.9163554
Saratoga,37.2638324,-122.0230145
Rancho Cucamonga,34.1033192,-117.5751734
Hanford,36.3274502,-119.6456843
Vista,33.2000368,-117.2425354
Capitola,36.9762927,-121.9540576
Chino Hills,33.9926803,-117.7600559
Eastvale,33.9766799,-117.5598443
Santa Clarita,34.3916641,-118.5425859
Atascadero,35.4894169,-120.6707254
Paso Robles,35.6267654,-120.6912455
Lake County,39.0505411,-122.7776555
Fairfield,38.2493581,-122.0399662
Paramount,33.8984873,-118.1707029
Anaheim,33.8347516,-117.9117319
Lafayette,37.8857582,-122.11802
Yuba City,39.1404477,-121.6169107
Calaveras County,38.2558181,-120.4981491
Dublin,37.7021521,-121.9357917
Villa Park,33.8147541,-117.8206234
Vallejo,38.1040864,-122.2566366
Winters,38.5249065,-121.9708016
Santa Ana,33.7494951,-117.8732212
Burbank,34.1816482,-118.3258553
Novato,38.1061979,-122.568119
Corona,37.0066161,-121.9969062
Grass Valley,39.228984,-121.0685366705
Brawley,33.018515,-115.5159424083
Los Angeles County,34.3155072,-118.2096813
Davis,38.545379,-121.7445834
Sunnyvale,37.3688301,-122.0363495
San Leandro,37.7249296,-122.1560767
Rancho Palos Verdes,33.7483311,-118.3707682
Arcata,40.8665166,-124.0828395
Hollister,36.8524545,-121.401602
Lynwood,33.9303225,-118.2114932
Petaluma,38.295411,-122.613693402
Placentia,33.8714814,-117.8617336
Ripon,37.741595,-121.1243827
Highland,34.1283442,-117.2086512
Stanislaus County,37.5500871,-121.0501424
Calabasas,34.1446643,-118.6440972
Watsonville,36.887168,-121.7854464758
Alameda County,37.6090291,-121.8991419
Montclair,34.0775104,-117.6897775
Lomita,33.8036545,-118.3195013
Tulelake,41.9559885,-121.4774915
Sierra County,39.5849065,-120.530573
Seal Beach,33.741176,-118.1046355
Fountain Valley,33.7038145,-117.9627348
Truckee,39.327962,-120.1832532
Rancho Santa Margarita,33.640855,-117.6031039
Imperial County,33.0305487,-115.3595665
San Marcos,33.1433723,-117.1661448
Rolling Hills Estates,33.7877943,-118.3581283
Westminster,33.7578041,-117.985892
Lake Forest,33.6469661,-117.6892179
Rohnert Park,38.3396367,-122.7010983
Madera County,37.1716264,-119.773799
Cupertino,37.3230107,-122.0322518
Napa County,38.4898675,-122.3218413
Amador County,38.449089,-120.5911017
San Diego County,32.9637838,-116.7706276
Monterey Park,34.0512156,-118.1292289
Wasco,35.5941238,-119.3409456
Suisun City,38.2382474,-122.0402439
Shasta Lake,40.6797457,-122.3631841
Riverside County,33.7219991,-116.0372471
West Covina,34.0686208,-117.9389525
Mission Viejo,33.5965685,-117.6594049
La Canada Flintridge,34.1998302,-118.2005235
Coronado,32.6858854,-117.183089
Chico,39.7284945,-121.8374776
Arroyo Grande,35.1185869,-120.5907251
Pittsburg,38.0187757,-121.8850836158
Moreno Valley,33.937517,-117.2305943
Tehama County,40.1251334,-122.2015528
Carmel,38.75511285,-121.3533088483
Fresno,36.7295295,-119.7088611608
San Juan Bautista,36.8455173,-121.5379893
Sonoma,38.5110803,-122.8473387
Walnut,34.0202894,-117.8653385
Pleasant Hill,37.9479786,-122.0607962
Morgan Hill,37.130408,-121.6544973
Monte Sereno,37.236333,-121.9924579
Daly City,37.688432,-122.4606864833
Willows,39.5233276,-122.1935309
Richmond,37.9357576,-122.3477485
Kingsburg,36.5138398,-119.5538928
Santa Barbara County,34.7136533,-119.9858231
San Joaquin County,37.9372901,-121.2773718
Moorpark,34.285558,-118.8820413
El Cerrito,37.9154056,-122.3014109
Belmont,37.5202145,-122.2758007
Auburn,38.8945939,-121.0739896
Concord,37.9779777,-122.0310732
Greenfield,35.2688739,-119.002873
Monterey,36.5844165,-121.8667928462
Sacramento County,38.4732259,-121.2980706
Brisbane,37.6807661,-122.3999714
Long Beach,33.7774658,-118.188487
Woodland,38.6786109,-121.7733284
Yuba County,39.2839755,-121.3556817
Tustin,33.7458511,-117.8261659
Modesto,37.6390972,-120.9968781
Redlands,34.0715385,-117.1209932537
Beverly Hills,34.0736204,-118.4003562
Yreka,41.7326157,-122.6377654
Costa Mesa,33.6633386,-117.9033169
Oroville,39.5137752,-121.5563589
San Bernardino County,34.8253019,-116.0833143
Union City,37.5963232,-122.0816296
Martinez,38.0193657,-122.134132
Duarte,34.1394513,-117.9772872
Rio Vista,38.1557502,-121.6913438
Holtville,32.8104966,-115.3794263
California City,35.125801,-117.9859037
Roseville,38.72338,-121.1858781611
Palo Alto,37.442156,-122.1634471
Huntington Beach,33.6781238,-118.0000111
Portola,39.8104567,-120.4691033
Plymouth,38.4818531,-120.8446589
Lancaster,34.6981064,-118.1366152
Campbell,37.2883259,-121.9456327
Sanger,36.708006,-119.5559651
Delano,35.7688425,-119.2470535
Gustine,37.2577171,-120.9988153
Los Gatos,37.226611,-121.9746796
Yucaipa,34.040931,-117.0516712919
Huron,36.2027308,-120.1029176
Aliso Viejo,33.5761376,-117.7258121
San Rafael,37.9735346,-122.5310873
Murrieta,33.560832,-117.2106563
Buena Park,33.870413,-117.9962164
Gilroy,37.0065078,-121.5631722
Hercules,38.0171441,-122.2885807
Salinas,36.6777078,-121.6560113
Scotts Valley,37.0510595,-122.014684
Yolo County,38.7184542,-121.9059
Mammoth Lakes,37.6432525,-118.9668508
Palm Springs,33.8246269,-116.5403029
La Mesa,32.7678288,-117.0230838
Lakeport,39.0429506,-122.9158292
Biggs,39.4123876,-121.7127512
Pleasanton,37.6624312,-121.8746788
Mountain View,37.3855745,-122.0820499
Moraga,37.8347106,-122.1295595
Morro Bay,35.3658075,-120.8499012
Willits,39.4096043,-123.3555601
Santa Cruz County,37.050096,-121.9905907
Sutter County,38.9509675,-121.6970879
Atwater,37.3477174,-120.6090839
Mendocino County,39.3176491,-123.4126398
San Juan Capistrano,33.5016932,-117.6625508
Williams,39.1546137,-122.1494186
Desert Hot Springs,33.961124,-116.5016783
Kern County,35.3145701,-118.7538221
Del Norte County,41.7261767,-123.9132799
Trinidad,41.059291,-124.1431245
Tiburon,37.8734371,-122.4566121
San Clemente,33.4270275,-117.6124178
East Palo Alto,37.4688273,-122.141075
Culver City,34.0211224,-118.3964664
Merced,37.3029568,-120.4843268
Mono County,37.9533927,-118.9398757
Mill Valley,37.9060368,-122.5449762
Mendota,36.7535486,-120.3815578
Coachella,33.6795519,-116.1763379
Irvine,33.6856969,-117.8259818
Los Altos,37.3790629,-122.1165779
Cloverdale,38.776218,-122.9930080867
Pismo Beach,35.1427533,-120.6412826
Solvang,34.5958572,-120.1390893
San Bernardino,34.1083449,-117.2897651
Rialto,34.1064001,-117.3703234
Lakewood,33.8503463,-118.1171913
Tuolumne County,38.056944,-119.991935
Butte County,39.6519275,-121.5858443
Chowchilla,37.0973625,-120.1561402562
Oakland,37.8044557,-122.2713562
Montebello,34.0159398,-118.1119749
Temecula Valley Unified,33.5058483,-117.1138865166
Scott Valley Unified,37.7578773,-122.5019939529
Santa Monica College,34.0167033,-118.4709344369
Santa Clara Valley Water District,37.24650945,-121.8737600212
Kirkwood Elementary,39.8571021,-122.1633203
Chaffey College,34.14700455,-117.5703866798
Cottonwood Union Elementary,40.39065995,-122.3167854168
Las Gallinas Valley Sanitary District (Marin),38.0248628,-122.5189541778
Washington Colony Elementary,36.6493387,-119.7878734309
West Bay Sanitary District (San Mateo),37.45289675,-122.1737709098
Mountain View-Los Altos Union High School District,37.36089475,-122.0645979874
Atascadero Unified,35.4924235,-120.6652745014
Heber Elementary,32.7256135,-115.5297179
El Centro Elementary,38.3374133,-122.3124751
Los Alamitos,33.8037416,-118.0780532
Taft College,35.1494113,-119.4601189
Piner-Olivet Union School District,38.47969055,-122.7643701404
El Toro Water District,33.61008745,-117.6977915943
Saucelito Elementary,35.97793515,-119.1781417578
Buena Vista Elementary,37.7516219,-122.4047152
Vallecitos Elementary,33.41256895,-117.1487677605
Franklin Elementary,38.3765777,-121.4574529
Long Beach City College,33.82572045,-118.1342977354
Las Lomitas Elementary,37.4382215,-122.2122116639
Morgan Hill Unified,37.1154624,-121.6469400802
Glendora Unified,34.14404125,-117.8446674265
Laguna Joint Elementary,35.58906475,-120.6753328647
Atascadero Cemetery District,35.4924235,-120.6652745014
Fort Ross Elementary,38.5571348,-123.2644523
Riverview Cemetery District,36.9743949,-121.9538485
Sierra College,39.3216621,-120.2029745362
Alameda Unified,37.7698585,-122.2502391191
Imperial Valley College,32.829279,-115.5049486877
Solano Community College,38.2352918,-122.1207013959
Citrus South Tule Elementary,36.0783489,-118.8783357368
Newcastle Elementary,38.87126055,-121.136679814
Cupertino Union,37.3271564,-122.0214703966
Indio,33.7192808,-116.2188053
Clovis Unified,36.8916092,-119.7340861851
Otay Water District,32.6411524,-117.0381126
Solana Beach Elementary,33.00347405,-117.2506363329
State Center Community College District,36.8858076,-119.7324481388
Turlock Irrigation District,37.5010497,-120.8445524
Gavilan College,36.9720652,-121.568438975
Modoc Joint Unified,41.4913486,-120.5396866
Ramona Cemetery District,37.767148,-122.4252769
Roseville Cemetery District,38.7315505,-121.2119243321
Stockton,37.9577016,-121.2907795
College of the Desert,33.7314812,-116.3868603544
Nuestro Elementary,39.1871134,-121.6791356
McKinleyville Community Services District,40.9358378,-124.0999107
Manhattan Beach,33.8950839,-118.4000146
Eureka Union,38.7365428,-121.1993301
Idyllwild Water District,33.74654055,-116.7152552675
Lincoln Elementary,37.79985445,-122.2674490302
Paso Robles Joint Unified,35.6147177,-120.6715206943
Colusa County,39.1465578,-122.2209562
Sonoma County Library,38.3488587,-122.7035851657
Lakeside Union,32.8564384,-116.9250266
Meridian Elementary,39.1432254,-121.9130263
Moreland,35.5071779,-118.3550808
Monterey Peninsula College,36.59117105,-121.8848637356
Humboldt Bay Municipal Water District,40.8006995,-124.1615341
Monroe Elementary,37.7257646,-122.431638
Lancaster Cemetery District,37.5571617,-121.9972058
Walnut Creek Elementary,37.91847485,-122.0200860371
Lucerne Elementary,39.091282,-122.7927693
Chico Unified,39.71796985,-121.8047779519
Torrance Unified,33.82868995,-118.3203886233
Guadalupe Cemetery District,19.3740853,-99.1792586
Union Hill Elementary,35.73020965,-118.7042620203
Alvina Elementary,36.5535346,-119.7964595961
Dunsmuir Elementary,41.22717475,-122.2742149759
Buttonwillow Union Elementary,35.3996837,-119.4753953
Trabuco Canyon Water District,33.66068945,-117.651540278
Delano Union Elementary,35.7730092,-119.2392754
Southside Elementary,36.8009171,-121.3645821716
Hot Springs Elementary,35.8807837,-118.6773106
Gratton Elementary,37.5727108,-120.7924273
Shiloh Elementary,37.6093752,-121.1157692
Cucamonga Valley Water District,34.11177895,-117.5779343732
Chester Cemetery District,37.5730571,-122.0434306
Selma Cemetery District,37.534853,-122.0055768
Tulare Irrigation District,36.3843247,-119.1440827
Sierra Unified,37.03675045,-119.52386415
San Jacinto,33.7839084,-116.9586349
Palomar Health,33.1253528,-117.0752133514
Lassen College,37.3677073,-118.4223336
ABC Unified,33.86488465,-118.0711008304
Copper Mountain College,34.1413301,-116.2137214
Tulare City School District,36.1877881,-119.3237944638
Cabrillo College,36.9890369,-121.9247566
Dixie Elementary,34.1481373,-118.4240266822
Marin County Office of Education,38.1746244,-122.8144109616
Tracy Cemetery District,37.7478385,-121.4521407
New Haven Unified,37.59842065,-122.0501242457
Redding,40.5863563,-122.3916753
Cambria Cemetery District,37.5397058,-121.9880337
Junction Elementary,40.7276436,-123.0566957
Palm Springs Unified,33.83249725,-116.4525526478
Lucia Mar Unified,35.0758391,-120.5812522449
Union Sanitary District (Alameda),37.5924107,-122.0894697
Forks of Salmon Elementary,41.2592984,-123.3275509
Riverside Transit Agency,33.9833711,-117.376181
Soledad Cemetery District,32.6939972,-117.1694759
Zayante Fire Protection District,37.06691665,-122.05696285
Hartnell College,36.6724598,-121.6077219
Davis Cemetery District,37.7926417,-122.3974494
San Mateo County Transit District,37.50645515,-122.2617480927
Columbia Elementary,36.7313378,-119.8015338
Novato Unified,38.1095932,-122.5786921
Shandon Joint Unified,35.65435,-120.3780719156
Port San Luis Harbor District,35.17136215,-120.75645565
Loomis Union Elementary,38.8311304,-121.2039918284
Monterey-Salinas Transit,36.584855,-121.828704641
Helendale Elementary,34.7477641,-117.3353256
Selma,36.5707838,-119.6120764
Saratoga Cemetery District,37.5171209,-121.9692417
Central Water District,36.9989272,-121.8617422
Ben Lomond Fire Protection District,37.08926875,-122.0885397358
Port of Oakland,37.79568745,-122.2788070494
Delhi Unified,37.4299032,-120.7786558368
French Gulch-Whiskeytown Elementary,40.7084809,-122.6352956
Summit Cemetery District,34.0512946,-118.222164
Dinuba Unified,36.52847495,-119.3841774274
Arcadia,34.1362075,-118.0401496
Richgrove Elementary,35.8007769,-119.1059096491
Fairfax Elementary,35.34079605,-118.9343436497
Running Springs Water District,34.21500155,-117.121317812
Santa Clara Elementary,37.23493145,-121.7950872238
Lynwood Unified,33.92605485,-118.2006548936
Santa Monica,34.0195598,-118.4869738
Ventura Unified School District,34.2645333,-119.2018787311
Midpeninsula Regional Open Space District,37.30844315,-122.1981941279
Alturas,41.487123,-120.542327
Redwood City Elementary,37.5433285,-122.2462673
Carpinteria Cemetery District,34.4033281,-119.5156784
Colfax Elementary,34.1608396,-118.3889685
Vista Unified,37.7532961,-122.4202048536
Southern Kern Unified,34.8655337,-118.1677104406
Springville Union Elementary,36.1300252,-118.8225373988
Newport Beach,33.6170092,-117.92944
Woodlake Unified,36.41835415,-119.0887072998
Butte Regional Transit,39.71543195,-121.804037875
Clearlake,38.9582307,-122.6263727
Santee School District,34.02911225,-118.2629160995
Cerritos College,33.88572045,-118.09462095
Indian Springs Elementary,41.015991,-121.9080512
Adelanto Elementary,34.5761035,-117.4089371
Woodside Elementary,37.4277167,-122.2591336
Silver Valley Unified,35.25289745,-116.6945313568
Oxnard,34.1975048,-119.1770515
Canyon Elementary,32.9453239,-117.1289855907
Galt,38.3012325,-121.3310371466
Paradise,39.7596061,-121.6219176
Portola Valley Elementary,39.8029567,-120.4660475
Bitterwater-Tully Elementary,36.3764109,-120.9975265424
Mendocino College,39.1889583,-123.2271885
Five Cities Fire Authority,35.1213131,-120.5792451
Jefferson Elementary,32.7475507,-117.1336434
Mendocino Coast Hospital District,39.4318348,-123.8002932
Bogus Elementary,41.9268087,-122.3644634
Del Rey Oaks,36.5932934,-121.8349514
Desert Center Unified,33.57262025,-116.162401576
Coachella Valley Unified,33.6381951,-116.1433522
Santa Clara Valley Transportation Authority,37.3999368,-121.9392490423
Stanislaus County Office of Education,37.6388778,-120.9958511128
Columbine Elementary,35.8306111,-119.2135113089
Golden Valley Unified,36.54119225,-119.2903768253
Rio Hondo College,34.0191258,-118.0339125
San Diego County Water Authority,32.93632435,-117.1128307733
Cinnabar Elementary,38.25857475,-122.6656589911
Sunline Transit Agency,33.81921115,-116.50911005
Escalon,37.7544565,-121.0064219843
Pioneer Union Elementary,33.1387432,-117.0712535045
Atwater Elementary,34.1149697,-118.254408556
Pasadena City College,34.1445659,-118.11817
Citrus College,34.13282,-117.8855527
Chula Vista Elementary,32.6366037,-117.004234465
Reeds Creek Elementary,40.1561223,-122.3552513
Enterprise Elementary,38.5260182,-121.3618959
Miracosta College,33.19076965,-117.3023597928
Williams Cemetery District,37.7297015,-122.3956111
Escondido Union High,33.08462215,-117.0577355048
Montebello Unified,34.00464465,-118.1163442725
Tipton Elementary,36.0631765,-119.3092135721
La Mirada,33.9060971,-118.0107091
Rio Dell,40.4993013,-124.1064368
Ross Elementary,32.8117796,-117.1615183
Hemet Unified,33.73806135,-116.7205308427
Alpine County Unified,38.8100018,-119.780824
Ohlone College,37.5294805,-121.9141740834
Glendale,34.1423455,-118.248367
Southwestern College,32.641391,-116.995969
Rancho Santa Fe Elementary,33.0211544,-117.2067019
San Diego Community College District,32.80384965,-117.1629547848
Kenwood Fire Protection District,38.4183196,-122.5507891556
Edison Elementary,37.76446165,-122.2347939147
Olivenhain Municipal Water District,33.06733725,-117.2470133769
Walnut Creek,37.9063131,-122.0649629
